GEOID,BeerPO,Pharmacies,physicians,MentalHeal,Generalhos,Secialtyho,ZoosPO,NaturePark,CasinosPO,FitnessPO,DrinkingPl,ReligiousP,Geocode_1,Rural_urba,X,Y,Walkabilit,CountyDiss,Five_ave_c,New_rural,Population,Populati_1,Populati_2,NoHealthIn,X_Black,Neighbor_D,X_Immigran,Beer,Pharmaci_1,physicia_1,MentalHe_1,Generalh_1,Secialty_1,Zoos,NaturePa_1,Casinos,Fitness,Drinking_1,Religiou_1,X_HouseRen,X_TotalGre,Depression,Mental_hea
45055970500,2,6,5,3,0,0,0,4,0,3,0,9,2,2,1406523.184,-400735.8864,6.5,0.226251246,1456.707852,0,183.8728,52.27,31.74,8.9,19.36,-0.282138211,7.0340827,4.196445,13.650787,8.783124,2.544841,4.996196,0.095554,0.402208,14.466505,0.380389,12.907542,3.443592,18.810212,16.21,68.02,18.20000076,11.60000038
45055970905,0,0,2,1,0,0,0,1,0,0,0,0,2,2,1399095.489,-411620.426,4.333333333,0.226251246,1456.707852,0,416.65,50.81,19.78,2.9,13.38,-0.47633128,4.2647059,9.362413,11.93765,14.001484,2.047611,11.051889,0.492087,0.445946,14.709702,0.381621,18.859375,4.596109,24.524236,6.09,55.39,20.60000038,12.19999981
45055970904,2,0,4,1,0,0,0,0,0,0,0,4,2,2,1395635.027,-414290.7134,5.555555556,0.226251246,1456.707852,0,450.3927,50.25,11.14,7.94,24.98,-0.481660267,4.1524338,4.183125,10.733363,7.614054,2.001456,9.771304,0.405128,0.423193,10.644849,0.468693,13.847235,3.26404,18.37324,18.88,56.39,20.89999962,14.19999981
45007010300,0,1,1,0,0,0,0,2,0,0,1,6,2,1,1230569.86,-388138.9937,5.5,0.450686063,3238.458217,0,444.0228,49.87,17.41,10.5,3.74,-0.091371577,3.7634409,1.509056,15.483241,9.558426,1.786785,22.721146,0.128736,0.513702,15.42794,0.20188,14.801359,5.782381,22.202991,34.26,39.23,25.89999962,17.79999924
45007010401,0,2,3,0,0,0,0,2,0,0,0,9,2,1,1231899.067,-391873.8016,6.466666667,0.450686063,3238.458217,0,704.4344,50.69,17.85,9.83,9.38,-0.170840497,4.8298068,1.643791,15.784265,8.034755,2.574857,22.06317,0.216148,0.571518,18.664513,0.253074,10.713308,4.82029,21.056042,31.44,36.16,24.5,16
45063021111,2,6,2,2,0,0,0,0,0,3,3,3,2,1,1361891.455,-433722.7869,10.44444444,0.378623054,1606.781662,0,2089.689,54.27,13.41,14.35,36.85,-0.056837937,7.0209465,1.771236,7.15816,4.482478,1.758887,5.96443,0.232875,0.566252,14.386839,0.145426,11.212921,3.915165,11.194537,29.53,6.57,18.89999962,13.89999962
45045003009,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1256038.582,-372906.9938,5.5,0.40363857,2134.526712,0,573.5915,53.84,13.71,4.12,8.19,-0.780465885,4.9248748,2.362689,24.97936,11.04377,1.282383,16.313433,0.431996,0.6939,24.537339,0.395822,35.410721,9.68014,24.055012,9.36,46.09,19.5,11.39999962
45079010307,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1350653.871,-422325.4174,5.055555556,0.458914301,2849.4494,0,331.229,50.57,11.29,3.25,13.1,-0.819455387,4.4021416,4.053029,16.065711,16.395755,1.264876,17.059119,0.492253,1.01628,20.506432,0.587059,28.784853,6.432612,29.060458,5.01,78.72,19.60000038,11.19999981
45007012002,1,1,0,0,0,0,1,0,0,0,0,4,2,1,1212226.651,-410418.0059,5.055555556,0.450686063,3238.458217,0,273.6445,52.83,19.46,7.02,23.69,-0.100632373,1.9222987,3.164958,31.9906,6.679117,1.336156,16.19074,0.405358,0.365989,12.766472,0.196315,17.712127,5.740407,20.900903,14.25,33.95,22.89999962,15.19999981
45045003802,2,1,2,0,0,0,0,0,0,0,1,14,2,1,1233335.395,-358447.5173,7.833333333,0.40363857,2134.526712,0,884.6074,54.41,18.53,8.27,15.85,0.264982742,3.6083519,1.313729,13.817286,4.961643,0.857361,13.796251,0.247385,0.681765,16.253593,0.151277,16.25529,7.934971,17.082001,42.06,53.5,20.20000076,13.30000019
45045000500,0,3,2,1,0,0,0,1,0,0,0,1,2,1,1234837.055,-367322.5597,16.08333333,0.40363857,2134.526712,0,3517.593,50.7,24.06,9.06,50.83,0.38381066,1.5299026,1.205302,9.689747,4.528696,0.809222,16.501087,0.242799,1.18125,15.054311,0.117331,12.209197,5.193148,10.238852,62.33,0,17,14.69999981
45073030401,0,4,1,1,0,0,0,2,0,1,3,16,2,3,1176887.009,-383108.2853,6.6,0.427055378,2241.265869,0,599.753,54.7,17.89,20.64,8.92,0.953040134,10.6552039,0.850525,14.909311,5.120075,0.756012,3.952677,0.590425,0.199167,9.310001,0.07206,7.267493,2.540158,12.76185,34.06,48.07,25.10000038,18.5
45073030300,0,0,0,0,0,0,0,1,0,0,0,6,2,3,1183252.897,-378551.1862,4.444444444,0.427055378,2241.265869,0,154.3463,50.36,25.46,4.25,0.67,-0.600717447,1.1446249,2.081889,21.617038,7.669864,0.674435,4.50642,0.621944,0.172928,12.773207,0.081677,12.355293,4.319465,17.679469,14.8,61.31,22.10000038,12.60000038
45073030402,0,1,0,0,0,0,0,1,0,0,0,4,2,3,1181457.079,-383713.6787,5.5,0.427055378,2241.265869,0,216.3925,52.68,20.71,11.86,0.14,-0.277596272,8.2845565,1.899196,22.21513,6.151956,0.684515,3.19658,0.571993,0.231625,10.08309,0.090473,11.89004,3.043301,18.059141,14.83,64.2,23.70000076,14.80000019
45073030200,1,0,1,0,0,0,0,1,0,0,0,6,2,3,1183356.748,-364553.952,4.733333333,0.427055378,2241.265869,0,76.18136,54.14,38.89,3.79,1.13,-0.676194196,1.9492219,1.31873,20.952833,7.687957,0.43739,4.515911,0.690905,0.150841,9.788746,0.133476,6.69955,4.212416,6.90761,11.55,73.96,20.10000038,10.60000038
45063020803,2,3,1,0,0,0,0,0,0,0,0,6,2,1,1369559.657,-470405.4677,3.777777778,0.378623054,1606.781662,0,91.11156,49.62,16.61,10.26,28.57,0.530208675,6.8493151,1.969821,7.381583,7.134018,0.823656,10.026426,0.202946,0.5031,14.572847,0.230371,8.481026,1.86519,16.252194,21.63,48.95,22.39999962,18.60000038
45013000503,1,1,20,0,0,1,0,1,0,2,0,11,2,3,1431302.316,-611542.4069,6.333333333,0.547122122,1280.964228,0,621.4951,46.8,15.68,12.05,25.04,-0.349971717,4.5062019,1.327249,8.877007,3.928058,0.345117,14.089249,0.44652,0.358819,26.669392,0.126774,17.97437,3.808279,15.423338,33.33,20.39,19.60000038,13.19999981
45073030800,1,2,33,1,0,0,0,1,0,4,1,18,2,3,1189038.273,-395758.9554,6.833333333,0.427055378,2241.265869,0,368.015,56.5,24.45,11.43,14.95,0.093303438,2.7865821,2.087022,19.775784,9.224124,0.790664,5.086819,0.829845,0.311902,13.839809,0.19552,11.66384,4.050029,18.035838,28.38,53.29,22.70000076,15.69999981
45051040104,0,0,10,0,0,0,1,2,0,0,3,6,2,2,1595549.333,-410785.8882,5.333333333,0.41628135,2.381401137,0,383.005,51.3,37.36,16.04,9.86,-0.411021147,4.4986264,2.267112,12.275758,8.172078,1.144019,11.887165,0.364489,1.133377,18.560325,2.320013,15.857543,11.374589,15.391077,13.95,52.75,20.39999962,12.60000038
45045002611,1,1,1,0,0,0,0,1,0,1,0,13,2,1,1241676.908,-353221.201,6.777777778,0.40363857,2134.526712,0,810.4944,51.04,15.46,9.15,11.34,-0.437443326,7.3764535,1.024988,16.981661,7.536194,1.273501,12.026701,0.129657,0.449477,12.240052,0.18981,12.772714,4.589012,17.472518,20.02,48.17,20.10000038,13.39999962
45045004001,0,0,1,0,0,0,0,0,0,0,0,6,2,1,1235086.542,-345096.9778,4,0.40363857,2134.526712,0,224.266,51.7,20.1,14.89,1.43,-0.386943922,3.305539,1.432595,16.272517,6.100931,0.888067,9.826136,1.190323,0.341801,16.079793,0.143884,12.164744,4.634077,20.328152,14.23,61.61,22.20000076,15.19999981
45019002801,0,1,0,0,0,0,0,1,0,2,0,8,2,1,1488490.66,-556496.4425,11.61111111,0.526288399,160.2634219,0,2063.68,49.61,16.33,13.01,16.75,-0.758272443,7.9684764,1.284024,13.227239,5.299499,0.717191,20.938585,0.177716,0.658607,27.123202,0.085671,19.507362,7.044756,9.904663,30.77,7.53,18.79999924,12.19999981
45003020902,0,0,0,0,0,0,0,1,0,0,1,15,2,2,1308957.341,-509970.4426,4,0.270196507,1663.465139,0,160.0705,49.93,18.96,16.58,31.62,0.232043803,7.6670128,1.971407,11.048269,5.550247,0.631437,58.049667,0.17454,0.334062,17.656422,0.223982,13.81364,3.835239,19.059186,15.06,53.62,21.39999962,16.60000038
45035010604,0,1,1,3,0,0,0,0,0,2,1,3,2,4,1467439.395,-532928.5477,6.916666667,0.236148407,568.3111576,1,1418.41,51.83,14.14,12.05,22.51,-0.058567273,6.7320261,2.126588,13.639334,11.051314,1.256548,17.06723,0.303619,1.568344,20.568364,0.247986,25.238893,10.327221,14.932369,23.41,30.71,22.20000076,15.19999981
45035010808,0,3,3,4,0,0,0,1,0,8,2,8,2,4,1471568.533,-537758.043,8.166666667,0.236148407,568.3111576,1,3372.071,54.06,16.09,8.6,14.28,-0.433645248,5.4556727,1.24587,7.651265,6.869295,0.744357,13.851826,0.125002,0.363622,71.801599,0.329809,14.52012,8.607645,9.859196,36.18,9,21.5,13.80000019
45035010819,0,0,3,0,0,0,0,0,0,1,2,4,2,4,1476339.118,-542697.6719,6.083333333,0.236148407,568.3111576,1,1963.847,50.68,10.55,7.93,24.96,-0.471333093,6.8447738,3.345054,7.515273,6.588956,0.629965,12.884553,0.271205,0.714629,16.986567,0.238717,17.177232,9.120378,14.649409,28.31,13.74,20.10000038,12.89999962
45001950200,0,0,0,0,0,0,0,0,0,0,0,18,2,3,1243284.798,-423222.7559,4.5,0.358202556,890.0368793,0,58.3391,48.1,16.8,10.96,16.08,-0.253567525,7.5174014,1.265228,11.353697,5.645173,0.230003,7.913212,0.296361,0.294588,13.429822,0.217743,6.883205,2.481604,22.79117,17.01,65.14,22.79999924,16.70000076
45045004400,0,1,4,4,0,0,0,0,0,9,4,18,2,1,1239874.936,-365377.3266,14.66666667,0.40363857,2134.526712,0,963.5669,56.36,12.53,15.57,36.8,0.421044311,11.849711,1.848183,18.373341,4.854875,2.36354,10.516305,0.391463,0.786307,18.846807,0.284986,14.72765,5.994143,18.180399,67.18,5.97,19.89999962,15.5
45045001810,0,0,3,1,0,1,0,0,0,1,0,4,2,1,1240159.875,-363829.1604,13.25,0.40363857,2134.526712,0,5752.855,47.95,9.32,16.37,25.13,-0.308083146,19.5676586,1.105094,12.342787,5.082477,0.820867,12.795402,0.175294,0.525857,11.690137,0.215217,9.955053,4.404293,9.42767,74.7,3.88,19.10000038,14.69999981
45029970100,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1411082.798,-534087.8764,2.416666667,0.240888834,1575.472904,0,19.78247,55.64,23.9,18.2,50.22,0.371941713,0.1232286,2.37731,7.057473,4.813766,0.276271,15.736226,1.09688,0.509276,5.885892,0.154838,2.683409,3.447291,9.986597,19.1,51.88,21,17.20000076
45059920101,0,0,0,0,0,0,0,1,0,0,0,11,2,2,1262708.584,-378504.1988,3.888888889,0.289817932,1500.125941,0,168.0199,49.56,10.03,16.89,21.24,0.487315929,3.7517487,0.968806,12.607191,5.636791,0.811773,13.390529,0.181367,0.445665,14.72359,0.08026,14.246022,3.734867,15.96554,32.33,55.43,23.79999924,17.79999924
45045003602,0,0,3,0,0,0,0,0,0,1,0,8,2,1,1232504.144,-372161.0787,6.416666667,0.40363857,2134.526712,0,885.2401,50.95,18.25,19.96,48.87,0.94131289,13.2379249,2.222006,6.524962,5.278649,1.426522,9.492683,0.119982,0.447676,14.465119,0,8.403431,2.690051,15.359158,46.09,38.4,20,18.29999924
45045002609,0,2,16,4,0,1,0,2,0,5,0,6,2,1,1246607.711,-360707.0137,8.277777778,0.40363857,2134.526712,0,3173.893,48.09,18.76,2.6,12.54,-0.794812777,7.7787637,1.79138,21.1067,8.522849,2.053277,14.583463,1.007901,0.484567,20.993538,0.190751,26.341037,7.605347,18.922896,29.58,12.4,18.5,10.60000038
45019002802,0,0,25,1,0,0,0,1,0,2,1,3,2,1,1491467.832,-556555.9682,13.08333333,0.526288399,160.2634219,0,1474.271,54.03,21.41,8.96,2.15,-0.662099849,1.6116654,1.28678,11.337915,5.981636,1.237034,15.722778,0.167778,0.680919,29.112609,0.327651,20.959823,9.861665,9.151068,18.09,5.57,18,10.5
45019002006,0,1,1,2,0,0,0,4,0,1,0,1,2,1,1498246.098,-559780.4095,7,0.526288399,160.2634219,0,2893.966,54.9,15.88,5.7,15.89,-0.623917382,3.3779958,1.024852,8.243273,4.331296,1.754999,22.168803,0.246093,1.248007,26.611731,0.153733,17.291452,7.676251,7.373083,14.3,32.2,17.89999962,11.39999962
45007000900,1,1,1,4,0,0,0,3,0,0,2,7,2,1,1217004.366,-405510.2407,9.722222222,0.450686063,3238.458217,0,2346.248,50.31,14.66,23.2,33.13,0.49695286,8.1799591,1.967597,12.771481,3.717181,0.973577,10.108414,0.126437,0.069473,11.98998,0,8.049651,5.0059,13.917046,61.33,6.7,24.79999924,18.70000076
45007010200,1,2,2,1,0,0,0,1,0,0,0,5,2,1,1230989.329,-381409.7593,7.388888889,0.450686063,3238.458217,0,441.2902,50.1,17.57,7.12,0.8,-0.131089398,2.884998,1.499613,15.292067,11.135723,2.316204,31.387459,1.104539,0.461,27.821323,0.289248,18.786703,6.944002,24.628724,20.85,47.43,24,14.60000038
45007010102,1,2,15,1,0,0,0,0,0,1,1,9,2,1,1227475.123,-380165.9525,6.111111111,0.450686063,3238.458217,0,443.9191,48.26,15.27,4.61,9.47,-0.549651447,3.1660853,1.948078,16.479723,10.930762,1.749266,22.219239,0.44396,0.671345,12.094665,0.432366,19.181951,6.510087,28.235305,24.19,39.87,23.70000076,14.30000019
45043920600,1,4,32,0,0,2,0,1,0,1,0,18,2,2,1541172.979,-477952.7542,7.761904762,0.388524261,2070.362438,0,289.7878,56.6,18.56,8.79,47.7,0.799557862,1.3015927,1.713298,5.482661,2.991583,0.203069,15.738395,0.596367,0.081407,11.161882,0.137766,3.36127,0.97103,18.475596,31.89,46.16,20.89999962,19.39999962
45073031100,0,0,0,0,0,0,0,1,0,0,0,11,2,3,1168153.033,-395962.7024,2.777777778,0.427055378,2241.265869,0,69.04128,47.55,16.16,16.2,3.74,0.417239393,1.2987013,1.451328,13.945202,5.52396,0.51393,5.520798,0.644657,0.111802,12.130964,0.060226,7.047998,2.590834,14.486641,27.19,81.23,25.5,17.89999962
45031010400,0,2,23,0,1,0,0,0,0,0,0,13,2,2,1445244.302,-387604.8533,4.888888889,0.319974391,3324.367831,0,137.4727,46.29,20.87,9.03,13.47,-0.326753548,2.6815456,2.24004,21.953991,8.244831,0.321211,26.218312,0.061305,0.260242,20.507754,0.44558,12.282731,5.925592,21.26793,11.52,42.95,20.10000038,12.60000038
45031010800,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1458432.03,-390368.7034,6.25,0.319974391,3324.367831,0,58.04494,60.08,16.28,13.69,40,0.483797344,0,1.343646,18.127876,3.747908,0.27742,20.423325,0.079333,0.138481,14.951401,0.36945,8.003537,2.596279,17.714384,45.76,10.33,21.20000076,17.39999962
45015020719,1,4,2,0,0,0,0,2,0,1,0,7,2,2,1480277.053,-530087.8148,7.333333333,0.293936663,1222.155087,0,4101.168,51.34,10.17,9.97,17.55,-0.078937665,8.9252949,1.974072,9.632791,7.128357,1.048739,15.619741,0.765902,0.731723,18.092839,0.281667,14.010847,5.205036,20.282959,32.16,2,22.39999962,15.69999981
45083022004,1,1,0,0,0,0,0,0,0,0,0,5,2,1,1282936.791,-351680.8761,5.777777778,0.400520119,1975.131956,0,800.5142,53.5,18.25,8.29,42.51,1.086987574,9.2129126,5.750405,16.907993,5.029382,2.020326,15.687763,0.275141,0.088341,15.708587,0.391924,10.726083,2.334101,9.15553,28.57,33.95,22.5,16.39999962
45079010410,0,2,0,0,0,0,0,1,0,0,1,5,2,1,1365399.54,-434266.8948,9.833333333,0.458914301,2849.4494,0,4322.771,55.77,5.61,17.27,53.64,0.626443798,19.1770757,1.578576,9.667793,4.657791,1.258454,9.610545,0.270163,0.171504,23.65793,0.073477,5.56352,3.869887,16.249821,69.99,15.27,19.79999924,18.5
45051050600,2,2,4,5,0,1,0,9,0,7,9,8,2,2,1574953.062,-436593.9856,10.75,0.41628135,2.381401137,0,2298.618,54.49,7.38,29.03,48.78,0.64637264,18.7157696,2.934508,6.171337,5.04732,1.246048,8.05306,0.696084,0.315597,32.182729,0.8449,13.170497,8.133137,12.256618,77.53,7.59,21.20000076,19.5
45067950200,1,1,6,0,0,0,0,1,0,0,0,14,2,4,1519266.801,-386296.0009,7.066666667,0.171195934,2081.270373,1,145.4008,56.93,21.83,4.43,58.82,0.787449153,1.6759777,1.007206,10.388061,5.692309,0.873658,23.429158,0.376363,0.121147,7.010396,0.106733,4.485479,1.740433,11.844846,35.28,17.38,21.70000076,17.39999962
45063020703,0,3,0,0,0,0,0,2,0,1,0,9,2,1,1365804.632,-450034.1448,6.708333333,0.378623054,1606.781662,0,717.4495,52.5,17,11.39,13.86,0.197995468,3.6287662,0.857417,9.33028,6.239135,0.626549,13.084619,0.259047,0.54283,21.293133,0.298111,12.744014,2.90434,20.189902,36.16,35.78,22.20000076,17.29999924
45091061404,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1353277.456,-337745.4353,6.5,0.376058987,1028.956954,0,856.9042,50.22,23.71,2.38,24.12,-0.712425426,4.2535675,3.015757,11.610146,6.515809,1.046014,8.12392,0.981011,0.471231,24.241446,0.540274,17.114919,7.966254,26.944098,27.13,43.39,18,12
45091061005,4,4,29,1,0,0,0,0,0,11,6,14,2,1,1361010.89,-323216.2522,8.25,0.376058987,1028.956954,0,1763.692,51.91,10.63,6.98,10.61,-0.685248694,14.8264736,3.510665,15.510709,6.894014,2.229264,4.387151,0.339211,0.563159,41.749399,0.758285,37.380041,10.624035,21.64329,36.47,43.69,19.20000076,12.10000038
45051070102,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1566555.621,-418205.6274,5.25,0.41628135,2.381401137,0,101.1702,48.12,13.43,15.82,5.15,-0.118833177,4.4963005,4.136594,12.731964,9.655171,0.752438,18.447536,0.317573,0.367482,23.433928,0.492505,8.516891,5.683358,20.868757,17.52,29.96,23,16.20000076
45003020400,0,1,1,0,0,0,0,0,0,0,0,15,2,2,1308249.544,-498069.0023,5.916666667,0.270196507,1663.465139,0,501.6391,49.95,11.02,13.03,22.55,0.07590746,6.1421822,2.418867,9.545857,4.774053,0.286862,52.035251,0.246875,0.354817,19.176265,0.356056,12.875768,2.973913,19.259044,26.97,65.34,21.89999962,17
45045001900,0,2,67,0,0,0,0,3,0,4,1,2,2,1,1241295.715,-368207.8338,9.277777778,0.40363857,2134.526712,0,1346.722,53.23,18.74,3.72,20.8,-0.559151189,4.7156727,1.121414,16.685093,9.106984,2.068848,15.392479,0.415807,0.990308,47.369561,0.208683,27.840148,10.497458,12.465459,26.26,29.28,17.10000038,9.600000381
45091061302,1,1,0,0,0,0,0,1,0,0,0,4,2,1,1355382.971,-347193.1817,4.722222222,0.376058987,1028.956954,0,118.2845,48.74,14.21,8.98,25.88,-0.310637319,2.726257,1.897959,16.260674,6.728451,3.795467,6.870281,0.457788,0.538901,22.040686,0.536446,14.345253,5.840829,25.437706,18.09,59.62,20,14.5
45045002812,2,2,22,8,0,0,0,1,0,7,1,10,2,1,1248101.483,-369154.4867,7.916666667,0.40363857,2134.526712,0,1906.542,53.51,15.86,6.45,7.86,-0.683076056,8.7501685,2.598309,23.377679,8.306425,1.773896,15.288044,0.483824,0.57426,21.305205,0.233573,28.273643,6.876981,19.98328,9.74,15.87,18.89999962,11.30000019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45019003110,1,0,2,0,0,0,0,0,0,0,1,3,2,1,1484782.463,-547550.9731,11.41666667,0.526288399,160.2634219,0,3766.492,55.93,14.99,14.95,35.74,0.56998422,8.0136276,1.510057,4.583908,3.973816,0.584789,13.388661,0.269166,0.217137,12.891614,0.152854,6.664763,5.306881,9.916378,49.36,6.5,19.70000076,17.79999924
45071950602,0,1,1,0,0,0,0,0,0,0,0,6,2,2,1333615.981,-428356.0396,4.472222222,0.367942545,916.6785258,0,88.91364,52.78,23.94,5.39,3.8,-0.601290446,1.4553362,8.476857,15.862334,12.731924,0.82639,22.482642,0.215169,0.476853,17.735493,0.226836,15.531014,5.26152,25.700565,8.72,68.89,20.39999962,12.5
45073030901,1,0,0,0,0,0,0,1,0,0,0,6,2,3,1179219.024,-406354.6415,5.666666667,0.427055378,2241.265869,0,113.3389,48.65,33.2,10.68,0.79,-0.556830447,1.350278,3.935601,23.116753,8.859634,1.50898,8.682156,0.765983,0.325372,15.63606,0.463414,15.320585,4.898076,27.038239,16.33,65.91,22.70000076,13.69999981
45075011100,0,2,28,3,2,0,0,0,0,0,0,7,2,2,1400602.376,-486067.4732,7.666666667,0.302284027,3545.421328,0,401.9803,57.47,18.2,11.07,91.92,2.076224055,3.0127462,1.365315,5.079593,3.531857,0.798788,8.855539,0.121246,0.272989,3.90267,0.132065,3.939183,1.238275,10.877359,47.3,40.73,17.79999924,17.60000038
45071950201,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1318027.356,-408579.4101,5.166666667,0.367942545,916.6785258,0,71.07985,51.67,12.98,24.95,37.98,1.04239723,17.6514866,5.457171,4.520821,7.078915,0.274869,10.511244,0.097862,0.181532,9.915808,0.200945,5.431423,2.175988,13.174258,25.31,76.14,22.10000038,18.89999962
45027960802,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1447434.609,-481158.9819,3.888888889,0.346059888,2354.491085,0,53.1619,56.03,26.45,9.89,43.73,0.33620945,0.841599,1.155239,10.650786,4.255358,0.19039,13.09569,0.148479,0.510344,7.192421,0.238139,6.034747,1.923997,12.892861,11.34,18.67,19.20000076,15.30000019
45091060904,0,1,0,0,0,0,0,1,0,0,1,15,2,1,1350097.793,-333307.5676,8,0.376058987,1028.956954,0,676.2104,51.2,15.69,8.67,18.51,-0.610209759,3.412484,3.793932,13.385681,8.484761,3.109048,6.69253,0.662919,0.378863,21.497294,0.583163,16.709934,6.283291,30.410256,3.02,42.23,19.5,13.10000038
45091061101,1,0,1,2,0,0,0,6,0,3,0,16,2,1,1364515.29,-326420.062,7.722222222,0.376058987,1028.956954,0,947.4819,54.7,16.21,6.15,23.26,-0.19856816,3.0715226,1.827057,8.564833,3.265108,1.385361,4.043715,0.358344,0.492159,58.514266,0.415407,19.987493,4.307035,20.153575,21.6,55.75,20.10000038,14.19999981
45045003014,1,1,0,0,0,0,0,1,0,0,0,3,2,1,1246577.792,-377005.4476,5.666666667,0.40363857,2134.526712,0,1239.576,52.34,16.76,7.61,11.96,-0.655154662,6.5896518,4.408165,21.588127,7.876844,1.194028,17.187469,0.268722,0.755372,18.627828,0.234183,20.978475,7.385382,23.407695,9.78,35.05,19.70000076,12.39999962
45079011901,0,0,1,0,0,0,0,0,0,0,0,6,2,1,1389929.359,-441757.3855,6.458333333,0.458914301,2849.4494,0,789.1665,52.92,10.12,10.77,74.08,0.187027113,5.9491744,1.971352,8.892105,5.33064,1.223506,10.822838,0.266466,0.136032,11.291074,0.516764,7.637565,2.514568,13.626361,40.07,44.48,17.79999924,14.10000038
45027960703,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1457371.432,-478335.4588,4.222222222,0.346059888,2354.491085,0,208.3923,51.43,42.65,4.55,14.03,-0.150272244,2.2166105,1.069085,12.398318,5.121271,0.181963,20.014008,0.206105,0.087818,6.753129,0.092297,5.926251,1.769278,15.47279,9.33,15.17,19.29999924,12.39999962
45059920400,1,3,12,0,0,0,0,2,0,0,2,12,2,2,1275271.24,-399927.6136,7.066666667,0.289817932,1500.125941,0,988.0907,53.14,29.88,7.27,34.93,0.54894333,2.381437,2.553774,10.899669,7.191499,0.169285,7.719578,0.123599,0.172663,13.275571,0.143731,6.56614,2.918339,17.672254,39.88,41.1,20.10000038,14.5
45077011002,1,3,3,0,0,0,0,2,0,2,0,12,2,2,1209821.904,-377954.9804,5.958333333,0.32006134,1500.386225,0,321.1179,48.52,18.9,11.03,10.17,-0.062051282,0.6816835,1.376483,16.095669,7.670509,0.729587,16.129822,0.497788,0.196269,15.120909,0.1164,16.912845,3.106635,23.974638,23.18,57.43,22.20000076,14.89999962
45077010601,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1220836.411,-360786.0198,5.75,0.32006134,1500.386225,0,171.5288,53,19.64,3.52,0.24,-0.393215816,0.9393939,0.870602,17.415413,9.351326,1.243862,32.349626,0.551876,0.356235,12.804473,0.36574,24.46755,3.906795,28.839344,12.97,63.15,22.70000076,14.89999962
45077011202,0,1,0,0,0,0,0,1,0,0,1,1,2,2,1199578.02,-393396.0506,14.58333333,0.32006134,1500.386225,0,1014.795,57.2,0.69,1.75,11.77,-0.216113087,1.1177491,1.213362,15.293828,2.662231,0.599065,3.036151,0.162102,0.551877,27.486308,0.483094,17.025102,9.774533,12.404098,44.72,57.2,26.5,22.39999962
45071950100,0,0,0,0,0,0,0,0,0,0,0,10,2,2,1331071.343,-409723.6645,3.277777778,0.367942545,916.6785258,0,33.52007,47.36,19.04,4.12,30.28,-0.113245791,1.3545817,8.205519,13.471454,13.082924,0.709133,18.051374,0.132231,0.595585,15.17389,0.19813,10.736415,5.906863,30.16253,14.3,77.32,21.5,14.89999962
45045003705,1,2,2,1,0,0,0,0,0,1,1,3,2,1,1229243.01,-366418.9933,8,0.40363857,2134.526712,0,742.5845,49.84,14.28,22.7,8.86,0.140219866,17.2319475,2.374875,10.443909,4.848351,1.336093,16.707846,0.742673,0.282111,9.956961,0.046709,12.393962,4.73034,15.002905,44.66,49.82,22.39999962,17.60000038
45023021000,1,1,3,0,0,0,0,0,0,0,1,6,2,2,1375498.949,-374409.2829,5.333333333,0.3325233,2072.33032,0,311.1952,56.5,16.22,16.26,40.37,0.230304556,0.5577006,5.599151,7.460323,6.262099,0.400834,8.984998,0.10511,0.169246,10.322107,0.20685,1.709213,1.684281,20.100095,29.72,62.8,21.39999962,17
45079010412,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1369220.901,-435649.3996,13.83333333,0.458914301,2849.4494,0,3339.071,55.96,10.36,11.16,66.56,-0.112760078,7.0076387,1.990659,7.070503,6.342461,1.488258,9.046979,0.336289,0.188123,15.032048,0.185418,7.230068,4.021771,12.996613,67.06,11.9,19.29999924,15.89999962
45087030200,0,0,4,0,4,0,0,0,0,1,0,3,2,3,1307385.36,-370588.4519,9.722222222,0.29067432,2139.814687,0,1524.313,51.29,14.79,14.47,49.84,1.177313829,0.7644703,1.765675,4.314201,2.974855,0.459689,17.480849,0.216415,0.310801,5.355747,0.028372,4.093193,1.421921,13.386336,64.79,21.66,22.39999962,19
45079003100,0,4,105,18,7,4,0,0,0,8,13,43,2,1,1374287.824,-438215.2553,17.41666667,0.458914301,2849.4494,0,1344.432,46.24,5.44,18.56,21.93,0.255055462,6.9018405,16.411532,49.698841,14.212835,5.144451,42.481983,0.783617,1.665685,184.149196,1.728301,109.369829,41.975957,58.090725,88.35,0,18.89999962,17.29999924
