GEOID,BeerPO,Pharmacies,physicians,MentalHeal,Generalhos,Secialtyho,ZoosPO,NaturePark,CasinosPO,FitnessPO,DrinkingPl,ReligiousP,Geocode_1,Rural_urba,X,Y,Walkabilit,CountyDiss,Five_ave_c,New_rural,Population,Populati_1,Populati_2,NoHealthIn,X_Black,Neighbor_D,X_Immigran,Beer,Pharmaci_1,physicia_1,MentalHe_1,Generalh_1,Secialty_1,Zoos,NaturePa_1,Casinos,Fitness,Drinking_1,Religiou_1,X_HouseRen,X_TotalGre,Depression,Mental_hea
45019004610,1,0,8,0,0,0,0,0,0,3,1,8,2,1,1510732.161,-547825.4399,7.75,0.526288399,160.2634219,0,615.3173,54.33,16.58,7.94,9.43,-0.687254523,5.7903339,2.687969,8.325067,7.050795,1.610224,22.858042,0.495701,0.681144,31.652025,0.470037,32.173287,16.175129,11.948952,15.21,20.76,18.29999924,11.89999962
45087030300,1,1,2,1,0,0,1,0,0,0,0,12,2,3,1310943.807,-369192.5725,5.966666667,0.29067432,2139.814687,0,486.6463,53.44,19.34,9.61,40.45,0.448216715,0.7328072,1.618739,7.180854,5.320703,0.261327,21.094799,0.300013,0.54616,7.320809,0.192564,5.020773,1.32687,21.46185,41.41,57.53,23,18.5
45039960300,1,0,0,0,0,0,0,1,0,0,0,18,2,2,1378159.078,-399624.2954,3.666666667,0.197972398,2871.653985,0,36.14019,49.42,25.14,8.5,40.96,0.146803822,0.8297378,3.584902,7.258442,5.533548,0.583133,7.298847,0.454514,0.380301,8.688753,0.152809,6.765352,2.465473,13.961506,19.5,83.03,19.60000038,14.89999962
45083021802,1,1,1,1,0,0,0,0,0,0,1,6,2,1,1271783.534,-343766.28,6.333333333,0.400520119,1975.131956,0,1449.944,51.18,5.58,18.05,27.43,0.835288278,9.9936245,1.814979,6.213422,2.930299,0.655056,8.265525,0.111962,0.175031,8.625733,0.206382,8.030023,2.48071,10.809837,70.47,26.07,26.79999924,22.89999962
45003021201,1,1,3,0,0,0,0,0,0,1,0,6,2,2,1315922.974,-502006.2767,6.916666667,0.270196507,1663.465139,0,808.3129,47.56,26.95,4.01,12.02,-0.610187193,3.672788,2.048534,9.554839,7.163935,0.428431,41.402646,0.27615,0.508969,19.611988,0.289684,15.015266,4.285701,18.673299,33.55,41.54,19.10000038,11.30000019
45063021113,0,3,3,2,0,0,0,0,0,4,0,1,2,1,1357354.17,-431741.8255,9.333333333,0.378623054,1606.781662,0,2426.209,55.97,9.8,6.13,40.42,0.103426143,2.6122689,1.293141,9.647684,7.473486,1.203415,9.383007,0.286706,0.61837,13.200195,0.293608,17.667755,4.725483,11.796021,23.78,32.72,19.60000038,14.39999962
45063021109,0,0,2,0,0,0,0,2,0,1,0,2,2,1,1360777.598,-435446.8121,7.583333333,0.378623054,1606.781662,0,1297.094,53.13,20.66,5.02,20.26,-0.38931139,3.7193831,3.060378,11.860685,8.769674,1.06608,11.794335,0.160882,0.601608,15.422814,0.390882,14.763258,5.066315,14.697753,18.99,36.13,19.20000076,12.80000019
45075012000,0,1,0,0,0,0,0,0,0,0,0,13,2,2,1379201.101,-480051.6255,4.333333333,0.302284027,3545.421328,0,45.58937,54.34,20,11.26,48.64,0.541117094,0.1101625,1.257298,9.490813,5.495455,0.778795,10.829962,0.238455,0.354634,7.751114,0.033579,6.719427,2.068658,13.11794,26.99,50.34,20.70000076,16.89999962
45091061103,0,2,0,1,0,0,0,2,0,3,0,2,2,1,1365627.881,-331301.4558,6.333333333,0.376058987,1028.956954,0,686.2495,50.28,8.58,4.81,7.67,-0.500127386,4.6534377,4.212427,20.821659,8.424919,3.480838,4.36224,0.771496,0.77868,41.708492,1.083859,50.408921,12.856311,28.908913,15.58,68.42,19.39999962,12.30000019
45007000500,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1223117.508,-408047.1794,4.833333333,0.450686063,3238.458217,0,985.2267,49.27,20.04,6.53,66.27,1.491238688,2.9489728,0.803237,12.428789,4.325293,1.199284,11.389371,0.200034,0.049073,15.84807,0.027809,7.666661,2.287981,11.095983,36.89,39.24,22,18.20000076
45013010900,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1439191.979,-628344.5209,6.083333333,0.547122122,1280.964228,0,978.9965,53.31,44.23,11.59,1.61,-0.587580646,15.089877,1.409182,8.379108,3.377337,0.112632,5.703005,0.183977,1.503452,12.086727,0.238152,19.899208,5.549869,8.652389,24.55,47.89,17.10000038,9.300000191
45013000501,1,0,0,0,0,0,0,3,0,1,1,12,2,3,1427132.464,-606638.3663,6.055555556,0.547122122,1280.964228,0,731.2527,46.38,11.07,11.67,37.45,0.266730368,7.9701907,0.82305,6.575926,3.04309,0.097144,10.764648,0.370341,0.490212,12.833521,0.160761,9.76388,1.674157,9.038887,46.39,36.42,20,15.60000038
45091060102,0,0,1,1,0,0,0,4,0,0,0,6,2,1,1358665.754,-336123.6163,8.5,0.376058987,1028.956954,0,1832.638,58.37,13.44,9.4,19.48,0.305856817,8.3119736,2.062081,13.923408,4.912266,1.082271,5.296352,0.312135,0.221353,20.672552,0.199546,12.726294,7.970782,15.372567,65.25,11.5,21.60000038,17
45051050102,1,0,0,0,0,0,0,1,0,2,0,5,2,2,1576581.067,-432445.3986,8.333333333,0.41628135,2.381401137,0,807.2474,48.95,26.51,3.34,4.92,-0.849377074,9.1309131,4.765484,17.121199,9.91788,1.872859,11.052427,0.272627,0.40664,28.535907,0.995048,37.033,10.352827,10.278425,26.22,11.89,20.60000038,12.39999962
45049920100,0,0,0,0,0,0,0,0,0,1,0,6,2,4,1383918.576,-556568.2273,5.388888889,0.318977744,1489.877267,1,33.4842,49.67,22.22,9.32,35.01,-0.311179762,0.4901961,1.414343,11.353544,11.598593,0.087899,29.578008,0.424946,0.240054,15.356708,0.398958,5.100168,3.5974,15.395746,20.46,36.84,21.60000038,15.69999981
45019004612,1,5,12,0,0,0,0,1,0,11,1,6,2,1,1505642.113,-547323.127,9.125,0.526288399,160.2634219,0,3051.129,57.73,16.95,3.83,7.47,-0.764909309,3.3977901,3.793784,9.262741,6.526803,1.7911,24.097784,0.328418,0.968038,99.753678,0.415798,30.402419,13.5197,14.928607,37.59,9.54,18.79999924,11.19999981
45049920200,0,2,12,0,1,0,0,5,0,0,0,19,2,4,1396088.953,-564344.2915,5.633333333,0.318977744,1489.877267,1,61.20569,50.8,18.51,13.87,39.1,0.041245895,4.247336,0.744481,8.234972,6.852971,0.161137,17.720162,0.29197,0.312493,19.570302,0.153606,3.26678,1.710208,11.450075,32.27,46.59,21.39999962,17.70000076
45019003500,0,0,0,0,0,0,0,3,0,2,0,4,2,1,1490557.658,-544084.8083,11.66666667,0.526288399,160.2634219,0,3030.161,49.87,15.53,11.68,7.92,-0.930360147,5.537874,1.209611,5.920394,3.371759,0.596858,11.817863,0.253239,0.488144,19.753821,0.039337,13.822689,8.830483,7.591971,25.73,3.18,17.79999924,11.39999962
45013000901,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1443646.601,-598364.5257,5.666666667,0.547122122,1280.964228,0,134.4235,47.91,22.63,12.67,12.62,-0.864944035,4.9169435,4.700046,27.469862,6.767396,0.507508,17.471934,0.956112,0.363559,25.834608,0.135473,15.438305,5.750661,14.668858,12.12,25.41,19,11.19999981
45015020201,1,1,4,0,0,0,0,0,0,0,0,16,2,2,1491142.185,-489218.005,5.916666667,0.293936663,1222.155087,0,85.44652,55.01,16.16,14.23,52.99,0.595313278,3.5092492,2.73734,11.160572,7.578308,0.415249,10.06361,0.113072,0.339632,6.04212,0.102788,3.045055,1.348491,24.89495,30.84,39.82,22.29999924,19.10000038
45075010400,2,2,2,0,0,0,0,2,0,0,1,11,2,2,1426792.15,-490716.35,4.444444444,0.302284027,3545.421328,0,45.31536,56.5,25.28,9.99,57.57,0.673060354,0.4633652,0.974831,6.532511,3.033051,0.376127,8.796828,0.195166,0.225146,7.203309,0.127629,4.242508,4.846408,14.034644,17.4,23.06,19.20000076,16.60000038
45083020702,1,0,0,0,0,0,0,0,0,1,1,8,2,1,1275771.253,-352312.0144,6.666666667,0.400520119,1975.131956,0,745.007,55.59,15.34,14.64,44.67,1.351794798,5.0420168,1.615497,8.390276,4.794321,1.395536,12.688821,0.048053,0,9.267273,0.03774,6.790037,2.416586,13.060206,34.23,28.96,23.5,18.29999924
45083022101,0,0,0,0,0,0,0,0,0,1,1,3,2,1,1282459.839,-349255.3825,7.416666667,0.400520119,1975.131956,0,887.7298,48.8,18.3,5.8,23.8,-0.522019255,5.9749438,2.695657,19.965575,6.50544,2.781863,17.734916,0.1665,0.206215,14.112507,0.032541,23.616252,8.306134,18.624625,31.31,36.82,22.10000038,12.69999981
45075010100,2,2,0,0,0,0,0,1,0,0,1,6,2,2,1452598.686,-494630.662,4.125,0.302284027,3545.421328,0,102.0677,44.18,20.15,14.47,60.46,0.55138174,0.3472857,1.419621,5.012337,4.079449,0.261495,5.57639,0.031427,0.097761,4.493392,0.183615,3.837085,1.532383,6.213841,32.56,37.18,19.60000038,17.20000076
45003021800,0,0,0,0,0,0,1,0,0,0,0,9,2,2,1354419.272,-488350.4753,3.333333333,0.270196507,1663.465139,0,29.0574,51.53,19.69,12.08,42.78,0.321170095,1.1372549,1.528383,10.190378,5.494897,0.489023,11.018906,0.423135,0.30595,12.9354,0.239382,6.614056,2.473662,16.895194,13.58,53.96,21.20000076,17.29999924
45003021001,0,1,0,0,0,0,0,4,0,1,0,12,2,2,1306497.914,-505023.5972,4.041666667,0.270196507,1663.465139,0,486.0772,50.57,15.57,14.11,22.42,0.299485677,4.8259663,2.135242,12.034936,4.803483,0.211118,61.499787,0.249648,0.410671,16.273975,0.202331,12.933952,2.742765,24.382247,31.81,53.39,23.39999962,19.5
45055970100,0,0,0,0,0,0,0,0,0,0,0,13,2,2,1425825.805,-383436.6138,3.166666667,0.226251246,1456.707852,0,22.90816,54.45,34.02,15.93,34.71,0.429565455,1.6069789,4.431384,12.003708,7.862065,2.332713,8.674826,0.065573,0.306863,7.646941,0.125205,6.820048,1.196877,18.11083,19.42,66.05,21.89999962,16.39999962
45055970700,0,0,0,0,0,0,0,0,0,0,0,8,2,2,1416383.782,-411569.7514,4.5,0.226251246,1456.707852,0,46.89247,52.74,21.47,6.83,29.19,0.094392087,0.9894459,3.094733,11.949542,9.744205,2.217966,6.291915,0.027205,0.344316,9.379866,0.475118,10.188216,2.782154,22.432397,23.71,53.17,20.70000076,15
45055970601,1,0,0,0,0,0,0,0,0,0,0,8,2,2,1412919.489,-400981.3524,4.888888889,0.226251246,1456.707852,0,382.9984,52.82,16.88,16.39,25.5,0.569088064,2.5301609,2.945669,7.940538,8.801919,1.17373,4.995571,0.241012,0.316836,8.614906,0.18842,9.48179,3.312495,14.680448,24.75,55.96,22.89999962,17.79999924
45085001704,0,3,0,0,0,0,0,0,0,0,0,6,2,2,1435788.673,-440882.7629,6.416666667,0.355066816,2045.343109,0,1149.239,52.37,16.77,4.29,42.81,-0.390649374,2.2884615,3.641045,19.690116,9.831541,1.124065,13.8304,0.427276,0.597919,19.285944,0.432372,17.471779,5.793414,27.912411,25.85,6.42,19.79999924,15
45091061203,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1367747.925,-344398.8133,3.944444444,0.376058987,1028.956954,0,295.379,52.46,13.86,12.9,14.82,-0.050066992,2.6652613,1.502501,12.497783,6.455336,1.812491,6.628991,0.727514,0.380979,18.534995,0.432277,11.579496,4.947867,21.907213,15.79,65.24,20.89999962,15.10000038
45085002000,0,4,10,1,1,1,0,3,0,3,0,12,2,2,1437585.779,-436245.5058,9.722222222,0.355066816,2045.343109,0,1991.316,53.2,16.62,8.37,44.04,0.241986305,2.1118012,3.771078,20.031115,9.55588,0.393944,12.363984,1.04756,0.179691,15.046175,0.311196,17.461265,5.342676,24.568613,35.02,4.89,19.79999924,15.39999962
45079011604,0,1,5,0,1,0,0,1,0,2,0,1,2,1,1380695.901,-441349.5666,11,0.458914301,2849.4494,0,2454.223,48.86,20.69,2.37,8.08,-0.875084078,4.0744021,3.608838,12.44501,7.174872,1.181832,9.165303,0.652662,0.483054,20.719606,0.4377,18.713767,6.348558,23.046406,19.78,6.33,18.10000038,10
45007011001,1,3,0,0,0,0,0,0,0,0,0,8,2,1,1205389.937,-411406.9474,4.611111111,0.450686063,3238.458217,0,445.4777,52.24,21.78,7.49,8.47,-0.719574551,1.367626,4.086942,39.906096,10.159131,1.389441,16.346796,0.725904,0.422605,14.260076,0.321871,18.18225,6.894236,18.98731,5.62,26.79,23.29999924,14.10000038
45007010103,0,3,22,0,1,0,0,0,0,3,0,9,2,1,1227024.885,-374554.0386,7.25,0.450686063,3238.458217,0,784.1509,50.99,12.25,8.6,5.08,-0.495091488,7.8450415,1.673639,17.62226,10.753202,1.181286,19.08819,0.651598,0.813265,11.966696,0.270648,21.204032,5.710964,27.562323,8.24,44.08,23,13.60000038
45079010309,0,1,0,0,0,0,0,1,0,1,0,1,2,1,1362386.317,-428332.0122,5.666666667,0.458914301,2849.4494,0,990.5062,53.02,10.15,4.54,34.92,-0.3401495,3.123035,2.830037,17.618144,9.933211,1.018377,13.46587,0.3064,0.837361,14.7478,0.387061,25.863981,4.339975,18.759327,20.05,60.68,19,12.19999981
45009960300,0,0,0,0,0,0,0,0,0,0,0,6,2,4,1378198.689,-531428.6977,3.75,0.226346949,1119.737405,1,14.32692,47.04,18.75,11.78,35.82,0.470470029,0.8012821,0.766567,6.81977,2.880314,0.106454,5.701179,0.490759,0.147995,6.950197,0.085656,3.239447,1.247383,9.907006,20.83,46.83,20.89999962,15.39999962
45063021029,0,5,1,1,1,0,0,4,0,2,1,12,2,1,1355269.447,-445749.6999,10.33333333,0.378623054,1606.781662,0,1155.98,34.92,15.67,10.98,28.13,0.089150491,1.8609207,0.930163,11.058237,6.319709,0.602514,12.010103,0.491349,0.459809,25.940237,0.24619,14.078363,2.401724,15.246206,40.72,27.95,19.60000038,16.10000038
45013001200,0,0,0,0,0,0,0,2,0,1,1,1,2,3,1451940.141,-613827.9698,4.166666667,0.547122122,1280.964228,0,33.05894,51.21,60.66,1.73,0,-0.973274117,2.4263432,2.612413,16.390882,3.679141,0.359605,4.473551,0.062846,0.348062,16.712657,0.510572,10.78826,8.488511,14.36693,11.01,11.65,16.70000076,7.699999809
45035010807,0,1,0,0,0,0,0,1,0,0,0,3,2,4,1471170.392,-539331.0582,6.75,0.236148407,568.3111576,1,2571.134,50.68,17.45,10.02,13.7,-0.228288508,3.9304348,2.103491,8.263567,6.764097,0.653266,8.809527,0.253611,0.665419,20.613915,0.283984,19.636526,7.716392,10.51872,19.09,15.85,21,12.89999962
45051051406,2,3,5,2,0,0,0,0,0,3,0,0,2,2,1565593.753,-451093.4699,10.5,0.41628135,2.381401137,0,2600.29,59.14,56.03,10.27,1.54,-0.483474896,2.4034567,3.141397,4.34585,3.497314,0.48436,6.423508,0.24919,0.190174,6.903646,0.197126,3.60163,3.454838,5.144645,25.48,5.87,19.5,11.80000019
45051080101,0,0,0,0,0,0,0,0,0,0,0,14,2,2,1544903.75,-404879.026,3.444444444,0.41628135,2.381401137,0,60.19014,51.75,14.32,10.6,2.47,-0.306420126,4.0382572,4.982764,12.794629,10.055245,1.221638,26.959403,0.483533,0.587139,17.326846,1.226855,10.177374,5.061433,44.939751,21.99,23.02,24.10000038,17.60000038
45051070601,0,0,0,0,0,0,0,0,0,0,0,7,2,2,1546578.379,-430986.5791,3,0.41628135,2.381401137,0,114.9123,51.86,14.81,9.26,7.25,-0.197982478,2.2767462,3.720714,14.393595,8.613381,1.395778,15.644534,0.342494,0.402399,27.604874,0.201274,7.502837,3.982505,23.652094,33.95,26.88,24.10000038,17.20000076
45045002103,0,5,416,5,11,5,0,0,0,1,0,2,2,1,1235611.148,-370800.1354,6,0.40363857,2134.526712,0,1091.795,54.53,22.9,6.48,32.61,0.075470809,2.1800948,1.41418,18.9669,8.11854,1.988229,53.408905,0.580677,1.764378,68.187664,0.060691,24.929263,9.890693,18.514124,23.01,20.98,17.60000038,11.39999962
45065920200,0,2,3,0,0,1,0,0,0,0,0,11,2,3,1264911.513,-465162.0866,5.466666667,0.316566065,1167.117507,0,40.86282,41.78,28.42,6.35,57.35,0.568167034,1.3034033,0.342352,5.966353,2.559161,0.067648,8.193227,0.237488,0.065451,4.731731,0.062743,1.848699,0.431645,4.632478,32.73,81.58,18.29999924,15.30000019
45065920300,0,0,0,0,0,0,0,1,0,1,1,9,2,3,1271975.43,-483085.9709,2.75,0.316566065,1167.117507,0,21.22135,50.1,24.92,6.33,39.41,0.166357981,1.92108,1.588202,13.698881,4.182423,0.722106,32.268584,0.614163,0.348011,10.862478,0.335971,16.214353,4.71747,18.433463,15.44,74.5,20.29999924,15.39999962
45091060802,1,2,1,0,0,0,0,1,1,2,0,6,2,1,1359553.078,-334391.21,9.5,0.376058987,1028.956954,0,1792.184,52.67,15.52,11.25,20.79,0.051753195,7.26979,1.848804,11.884621,3.922008,1.430779,5.518552,0.31779,0.288536,23.488083,0.516426,11.260239,4.408389,23.8341,24.13,1.58,19.70000076,14.39999962
45043920301,0,0,1,0,0,0,0,0,0,0,0,8,2,2,1536244.141,-470631.4027,3.5,0.388524261,2070.362438,0,60.89924,56.41,20.37,6.91,46.24,0.54937728,1.6145943,1.867377,10.750394,3.673954,0.282311,19.482286,0.738372,0.184053,28.114866,0.119167,5.838239,1.953984,22.006381,23.64,58.27,19.39999962,15.5
45015020301,0,0,0,0,0,0,0,0,0,0,0,12,2,2,1497693.682,-497884.0369,2.916666667,0.293936663,1222.155087,0,54.73648,52.27,10.63,11.23,12.25,-0.018586285,0.254022,1.089692,12.773685,7.348156,0.708321,13.274703,0.199155,0.537965,8.195382,0.187654,8.167387,2.362905,24.764882,22.3,50.54,23.5,16.5
45077010602,0,2,0,0,0,0,0,0,0,2,0,8,2,2,1223020.737,-366296.6714,4.666666667,0.32006134,1500.386225,0,337.6958,49.56,14.4,12.97,1.78,-0.119611388,0.2451648,1.573199,19.357883,7.530649,1.247065,20.137215,0.30289,0.355929,11.293159,0.166193,20.336884,3.860394,23.343932,18.13,56.98,23.10000038,15.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45067950300,0,0,6,0,0,0,0,2,0,0,2,6,2,4,1526779.488,-385944.5858,4.833333333,0.171195934,2081.270373,1,103.7498,52.98,22.42,13.44,64.92,1.272315249,1.2068248,1.62988,8.05954,4.670418,0.247025,14.589444,0.096264,0.120909,9.289045,0,2.551331,2.216517,15.331661,30.52,12.28,21.89999962,19
45061920200,1,2,5,1,0,0,1,1,0,2,0,25,2,2,1433984.148,-398263.7604,4.958333333,0.287481807,2086.64591,0,51.8193,50.19,20.61,15.6,56.26,0.368590885,2.6929601,5.899054,15.740636,6.084612,0.729901,8.398039,0.038734,0.16595,8.265304,0.201797,6.582198,1.595912,19.82479,26.12,52.23,19.79999924,16.70000076
45083020602,1,1,7,0,0,0,0,0,0,0,0,3,2,1,1271949.64,-351230.1569,10.33333333,0.400520119,1975.131956,0,1946.669,47.33,12.86,11.44,39.92,-0.450898942,9.0720581,1.861282,9.853048,4.168285,2.216376,16.583683,0.111462,0.366114,11.802335,0,13.4634,4.085105,10.163149,52.7,9.43,21.79999924,14.19999981
45083022006,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1273117.276,-357187.2771,6.5,0.400520119,1975.131956,0,598.4127,49.25,14.5,7.35,50.85,0.43219172,5.5269923,0.972112,10.138329,5.508049,1.110981,10.899684,0.201418,0.163606,10.304665,0.095315,10.729906,2.020823,12.543954,34.41,44.19,22.29999924,15.60000038
45015020715,0,1,0,0,0,0,0,2,0,1,1,4,2,2,1475584.094,-529957.9916,7.666666667,0.293936663,1222.155087,0,4361.338,52.82,12.19,16.78,23.87,0.30892451,3.7511033,0.775237,6.195943,7.458414,1.052427,9.496021,0.144269,0.297754,14.616123,0.087673,18.446434,4.82039,10.850021,34.41,4.55,24,17.60000038
45087030100,1,3,0,0,0,0,0,1,0,0,0,3,2,3,1307428.028,-368385.3095,6.916666667,0.29067432,2139.814687,0,698.5204,53.95,22.7,7.5,40.12,0.015112313,2.4108004,2.048225,9.967672,7.234016,0.797897,22.214765,0.580808,0.497441,15.603226,0.250048,7.133119,2.244274,33.129834,35.79,39.52,20.89999962,15.60000038
45083023403,0,6,10,0,0,0,0,0,0,2,1,13,2,1,1264331.549,-357299.2901,6.666666667,0.400520119,1975.131956,0,966.4647,53.16,13.38,2.33,12.78,-0.467632566,9.7869177,0.999644,20.79064,6.855406,1.765105,18.24509,0.176016,0.356536,13.833632,0.458146,16.138693,6.647855,17.528244,19.75,43.43,22.5,12.30000019
45059920102,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1270138.014,-383539.4298,2.583333333,0.289817932,1500.125941,0,70.71751,51.12,16.37,11.68,6.85,0.091894541,0.2883922,0.713156,12.172829,9.938987,1.393271,14.558164,0.059805,0.258974,11.519035,0.163394,7.180936,2.416955,13.24105,28.34,50.29,24.5,16.89999962
45003021300,4,6,45,2,4,2,0,2,0,2,6,20,2,2,1316166.18,-497108.9409,9.375,0.270196507,1663.465139,0,1116.276,59.09,28.22,7.38,19.32,-0.425985251,2.6970954,3.503449,6.354206,4.056252,0.395273,22.571088,0.088805,0.358986,14.7389,0.156529,10.858564,4.280089,10.274417,33.78,27.75,19.70000076,13.69999981
45069960302,0,0,0,0,0,0,0,1,0,0,0,4,2,4,1481356.612,-340965.4272,3.75,0.255773884,2072.263602,1,110.7065,22.8,7.64,13.03,56.24,0.362957416,4.9046863,0.25,4.545264,1.389753,0.439167,3.115925,0.269633,0.015052,6.424656,0.019611,0.579369,0.368389,2.497818,35.34,37.06,17.29999924,17.29999924
45041000202,1,3,2,0,0,0,0,1,0,0,1,14,2,1,1480153.874,-401920.5103,8.833333333,0.385235304,1996.037422,0,2112.684,51.69,17.8,7.75,31.53,-0.390972329,3.7134945,1.486803,20.408797,7.776895,1.277244,23.125371,0.116931,0.276374,13.010627,0.475313,25.797087,6.829787,21.042395,42.49,10.42,19.79999924,14
45045003101,0,2,1,1,0,0,0,4,0,4,2,13,2,1,1255591.572,-378906.7838,7.611111111,0.40363857,2134.526712,0,1253.281,49.54,12.4,15.12,28.44,0.137029093,3.5710145,0.996615,11.142775,6.110167,1.00374,13.019899,0.199161,0.421995,15.574496,0.167139,16.251054,4.590321,16.504512,30.31,31.86,20.20000076,14.5
45035010801,0,0,0,0,0,0,0,1,0,1,0,5,2,4,1465406.195,-547552.9684,5.416666667,0.236148407,568.3111576,1,66.63893,52.29,12.94,2.89,13.34,-0.064155631,3.3105996,1.713373,12.818753,9.926689,1.172067,12.560022,0.183014,1.167208,23.671005,0.427937,35.479042,10.269825,12.539803,12.54,44.61,20.70000076,12.80000019
45069960400,1,0,2,0,0,0,0,0,0,0,2,15,2,4,1492572.261,-342079.9523,4.458333333,0.255773884,2072.263602,1,70.63717,53.41,21.79,15.56,31.82,0.638114537,0.1088139,0.992459,8.387462,3.541465,0.840056,7.195428,1.92252,0.036388,7.991667,0.117089,1.539125,1.213209,10.908143,31.96,22.72,23.10000038,19.79999924
45003021101,1,0,0,0,0,0,0,2,0,0,1,4,2,2,1310103.043,-503979.2316,6.416666667,0.270196507,1663.465139,0,567.1854,55.91,13.15,14.48,12.28,1.091783645,0.5657238,2.585243,8.352872,3.484664,0.134123,34.883022,0.267828,0.334646,13.765064,0.15529,7.687201,1.57069,18.692018,38.71,41.22,26,22.5
45051051405,2,0,2,0,0,0,0,1,0,0,2,3,2,2,1566982.874,-449032.1378,8.333333333,0.41628135,2.381401137,0,1906.454,55.43,27.11,9.15,3.43,-0.354701671,5.3470689,3.822614,7.497821,5.999506,0.662658,11.576174,0.177199,0.137388,16.162661,0.1698,7.6002,7.918843,7.891934,34.41,6.52,21.79999924,13.89999962
45047970101,0,0,2,0,0,0,0,0,0,0,0,8,2,3,1264142.517,-422211.3884,4.083333333,0.304290311,1941.888722,0,103.2732,53.13,20.97,9.34,15.71,-0.16784183,1.4390602,2.186764,19.168332,10.435357,0.210615,12.023828,0.278124,0.353063,8.657561,0.155946,9.936755,2.254636,18.820509,13.64,70.55,21.60000038,15
45019004613,0,1,18,0,0,0,0,0,0,4,1,1,2,1,1502136.305,-548307.6421,8.666666667,0.526288399,160.2634219,0,1055.231,50.68,11,1.67,7.53,-1.13048784,1.1972634,5.31903,9.823907,4.558881,1.084218,15.556963,0.117279,0.246472,27.032413,0.316893,33.327713,14.802208,12.878997,6.15,10.14,17.89999962,9.699999809
45083022404,0,1,0,0,0,0,0,0,0,0,0,8,2,1,1267933.226,-334058.6552,4.611111111,0.400520119,1975.131956,0,668.3768,48.67,15.7,11.41,4.43,-0.159975727,5.362436,2.282302,17.831311,7.856884,2.128844,25.943132,0.547421,0.562616,16.864644,0.5412,22.656978,5.776701,21.234534,8.06,49.22,25.89999962,15.80000019
45085000201,1,0,0,0,0,0,0,1,1,0,1,8,2,2,1416758.902,-433174.5337,4.611111111,0.355066816,2045.343109,0,122.0743,49.19,16.21,10.74,36.54,0.133904585,3.7583056,1.645007,7.777303,4.577395,0.367621,5.953545,0.267908,0.155844,8.535559,0.351105,10.647466,2.941304,12.040757,26.89,30.67,19.29999924,14.5
45083021902,0,7,6,0,0,0,0,1,0,4,0,10,2,1,1269067.373,-352041.6637,8.083333333,0.400520119,1975.131956,0,1796.531,50.03,14.09,11.29,21.21,-0.223553026,9.4230971,1.2979,19.902514,5.881981,1.407833,15.325364,0.314612,0.262784,10.960618,0.249885,18.668754,5.266854,16.200867,28.51,31.05,22.60000038,13
45083023001,0,0,0,0,0,1,0,0,0,0,0,10,2,1,1254998.384,-347037.4461,4.5,0.400520119,1975.131956,0,525.6306,51.18,13.49,5.03,8.29,-0.449746587,3.9006725,1.341269,15.835471,7.391641,1.039179,17.702087,0.438809,0.559001,19.996507,0.278247,15.253751,4.569675,21.119255,13.61,43.62,24.89999962,14.60000038
45043920504,1,2,6,0,0,0,0,0,0,1,4,5,2,2,1553661.25,-472842.6697,6.777777778,0.388524261,2070.362438,0,476.4288,47.95,31.93,10.72,16.34,-0.506488345,4.4884824,10.96066,14.306682,7.190837,0.505948,13.814787,0.439468,0.260324,19.181134,0.25973,15.773116,6.052999,12.006632,18.17,36.83,18.79999924,10.80000019
45043920503,1,1,3,0,0,1,0,0,0,5,1,11,2,2,1558273.269,-465111.1543,8.333333333,0.388524261,2070.362438,0,695.0226,51.97,41.25,18.48,12.48,-0.243339119,8.7296417,7.442165,15.134384,5.840801,0.648762,14.647081,0.266863,0.123517,21.257172,0.324145,15.84985,6.047828,10.753192,25.4,18.25,18.79999924,11.5
45079001000,0,0,0,0,0,0,0,1,0,1,0,4,2,1,1375030.48,-436879.1257,12.94444444,0.458914301,2849.4494,0,7273.271,56.83,15.55,17.27,78.8,2.164391433,4.2336218,1.408325,5.639275,3.174152,0.291329,3.961898,0.204036,0.053102,21.385936,0.139133,5.391439,2.404695,16.119934,69.37,3.37,19.70000076,22.20000076
